can_id,is_extended,dlc,rx_count,frames_per_second,avg_period_ms,min_period_ms,max_period_ms,representative_payload,payload_changes,unique_payloads,dbc_message,transmitter,receivers,signals,dbc_cycle_ms,classification,evidence
0x66E,no,8,32,0.492399,1999.929905,1999.243021,2000.591040,F000A501A0000000,yes,2,Klima_03,Gateway|Gateway_PAG,BedienSG_hi|OTA_FC|ZR_High,KL_STL_aktiv|KL_STH_aktiv|KL_Solarluefter_aktiv|KL_Umluft_Taste|KL_Geblaese_Fond_Status|KL_STH_Ansteuerung|KL_STH_Betriebsdauer|KL_Magnetventil|KL_WaPu|KL_Geblaese_Status|KL_Restwaerme_aktiv|KL_Kompressorkupplung|KL_BCmE_Livetip_Freigabe|KL_HYB_ASV_hinten_schliessen_Anf|KL_HYB_ASV_vorne_schliessen_Anf|KL_ErwVK_Zusatzrelais|KL_Status_Beduftung|KL_Status_Ionisator_Front|KL_STH_Timer_Status|KL_ErwVK_Anf|KL_Innen_Temp|KL_I_Geblaese_Fond|KL_Anf_AussenspiegelHzg|KL_Heizkreisventilstellung|KL_FSH_Automatikbetrieb|KL_SIH_LEH_Verteilung_VL|KL_SIH_LEL_Verteilung_VL|KL_SIH_LEH_Verteilung_VR|KL_SIH_LEL_Verteilung_VR,2000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x66F,no,8,650,10.001863,99.995539,97.214222,102.785826,FEFE00FEFE00FEFE,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x670,no,8,130,2.000373,500.026884,499.300003,500.720978,001010000001007C,no,1,Motor_18,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,MO_max_Ladedruck|MO_ANC_Kennfeld_Anf|MO_Bremslicht_Reku|MO_StartStopp_PopUp|MO1_Sperr_Info_WFS|MO1_Freigabe_Info_WFS|MO_EPCL|MO_Zylabsch_Texte_02|MO_Fahrzeugtyp|MO_NMAX_Schaltanzeige|MO_Abstellzeit|MO_Abstellzeit_Status|MO1_Freigabe_Verfallsinfo_WFS|MO_Hybrid_StartStopp_LED|MO_Fehler_Zylabsch|MO_Anzahl_Abgesch_Zyl|MO_Zylabsch_Texte|MO_Ethanol_BS_Texte|MO_Drehzahl_Warnung|MO_obere_Drehzahlgrenze,500,Possible P-CAN,Powertrain message/signal semantics observed; DBC transmitter is gateway or domain can be shared
0x671,no,8,32,0.492399,1999.937227,1999.473095,2000.597000,0008282B00000000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x67F,no,8,65,1.000186,999.970108,998.943806,1001.079082,0000FE03FE03FEFE,no,1,Klima_05,Gateway|Gateway_PAG,ZR_High,KL_Mod_Display_li|KL_Mod_Display_re|KL_Fondbed_vorne_aktiv|KL_Fond_re_reduziert|KL_Fond_li_reduziert|KL_Absperrventil_Fond|KL_SH_HL_Lastabschaltung|KL_SH_HR_Lastabschaltung|KL_Sollausblastemp_HL|KL_Einheiten|KL_Kindersicherung|KL_Heizverbraucher_aus|KL_Heizverbraucher_Notaus|KL_Gebl_Verst_Abs_Modus|KL_Sollausblastemp_HR|KL_ICO2_Sensor_defekt|KL_Umluft|KL_Geblaesespg_Fond,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x6A6,no,8,130,2.000373,499.991482,496.153831,503.946066,1000020000000000,no,1,Wischer_01,Gateway|Gateway_PAG,OTA_FC|ZR_High,Wischer_vorne_aktiv|Waschen_vorne_aktiv|Wischer_vorne_Normal|Wischer_vorne_Schnell|Wischer_vorne_Parklage|Wischer_vorne_defekt|Wischer_vorne_blockiert|Wischer1_Wischgeschwindigkeit|BCM1_SRA_aktiv|Heckwischer_Anforderung|WWSs_01_upd|Wischer_Anzeigetext,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x6B0,no,6,130,2.000373,499.991994,496.186972,503.833055,3A02EE029647,yes,6,Klima_Sensor_01,Gateway|Gateway_PAG,OTA_FC|ZR_High,FS_Taupunkt|FS_ResponseError|FS_Temp_Scheibe|FS_Temp_Sensor|FS_Luftfeuchte_rel,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x6B2,no,8,65,1.000186,1000.071391,999.806881,1000.386000,008901A041E5641A,yes,65,Diagnose_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|DDA|GurtMikrofon|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,DGN_Verlernzaehler|KBI_Kilometerstand|UH_Jahr|UH_Monat|UH_Tag|UH_Stunde|UH_Minute|UH_Sekunde|Kombi_02_alt|Uhrzeit_01_alt,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x6B4,no,8,324,4.985544,200.019115,196.002960,203.999996,015A5A5A4635584D,yes,3,VIN_01,Gateway|Gateway_PAG,BedienSG_hi|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,VIN_01_MUX|KS_Geheimnis_1|VIN_4|VIN_11|KS_Geheimnis_2|VIN_5|VIN_12|KS_Geheimnis_3|VIN_6|VIN_13|KS_Geheimnis_4|VIN_7|VIN_14|VIN_1|VIN_8|VIN_15|VIN_2|VIN_9|VIN_16|VIN_3|VIN_10|VIN_17,200,Ambiguous,DBC mapping lacks domain-specific evidence
0x6B5,no,8,130,2.000373,499.964224,496.274948,503.690004,B1027A032E00BF03,yes,22,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x6B6,no,6,65,1.000186,1000.070874,999.794006,1000.871181,831A0A0E3235,yes,65,Uhrzeit_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High,UH_Typ|UH_DLS|UH_Monat|UH_Jahr|UH_Tag|UH_Stunde|UH_Minute|UH_Sekunde,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x6B7,no,8,65,1.000186,1000.052217,999.480963,1000.721931,89019009203A00A9,no,1,Kombi_02,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,KBI_Kilometerstand|KBI_Standzeit_02|KBI_LVDS_Lock|KBI_Reserve_Warnung_Sek|KBI_RDK_Kalibrier_Anf|KBI_Inhalt_Tank|KBI_FStatus_Tank|KBI_aktive_Laengsfunktion|KBI_FoD_PopUP_Quittiert|KBI_GRA_im_ACC|KBI_Oelwechsel_durchgefuehrt|KBI_QBit_Aussen_Temp_gef|KBI_Aussen_Temp_gef,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x6B8,no,8,130,2.000373,500.037419,498.058796,501.986027,E32790A15A740000,no,1,Kombi_03,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,KBI_Reifenumfang|KBI_Variante_USA|KBI_Variante|KBI_GAP_Warn_Zeit_abgelaufen|KBI_Quittierung_Naesse|KBI_BCmE_aktiv|KBI_Sparhinweis_quittiert|KBI_Tankfuellstand_Prozent|KBI_Nachtanken_erkannt|KBI_Tankinhalt_hochaufl|KBI_Max_Tankinhalt|KBI_Reifenumfang_Sekundaer|KBI_Quittierung_cAQP,500,Ambiguous,DBC mapping lacks domain-specific evidence
0x12DD54A8,yes,8,650,10.001863,100.002385,99.462032,100.581884,00000000000080B7,yes,3,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x16A9540A,yes,8,64,0.984799,1000.088446,999.123096,1001.166105,0010009240400000,no,1,Personalisierung_01,Gateway|Gateway_PAG,OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,Perso_Kontonummer|Perso_Steuerung|Perso_Steuerungsparameter|Perso_Status|Perso_Bedienstelle|Perso_Freigabe_Verstellung|Perso_Aktiv|IAA_PSO_wake_up|Perso_Fahrernummer|Perso_Schreibschutz|IAA_Active_User_ID|IAA_Identified_User_ID,1000,Ambiguous,DBC mapping lacks domain-specific evidence
0x16A95414,yes,8,650,10.001863,100.007083,99.294186,100.697994,70914EC809FE5300,yes,16,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x16A95415,yes,8,130,2.000373,500.035048,499.663830,500.397205,B30A0000160C9846,yes,16,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x16A95418,yes,8,65,1.000186,1000.065576,999.842882,1000.119925,0EF80F03803E4422,yes,62,NavData_03,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG|OTA_FC,ND_Timezone_Offset|ND_Timezone_DaylightSavingOffset|ND_Timezone_SignBit|ND_Timezone_Validity|ND_TimeToDestination|ND_RouteType|ND_TimeOffset|ND_Fuelstation_detected|ND_Velocity|ND_RecDelay|ND_SendDelay|ND_NrSameMeasure,200,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x16A9545D,yes,8,203,3.123659,320.025828,319.037914,320.998907,0020D6FAF7EFBFFF,yes,2,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x17330110,yes,3/5/8,81,1.246386,799.974298,49.933910,1000.198841,30440A,yes,10,BAP_Klima1_FSG_01,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_Klima1_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17330810,yes,3/4/5/6/8,92,1.415648,703.314726,49.578905,1000.317097,320F00,yes,30,BAP_Innenlicht_FSG_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_Innenlicht_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17330D10,yes,3/4/5/8,125,1.923435,523.828105,49.571037,1000.313044,C5000000,yes,25,BAP_Doorlocking_FSG_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_Doorlocking_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17330F10,yes,3/4/5/6/7/8,110,1.692623,592.591561,49.552917,1000.591993,F1FF00,yes,36,BAP_BC_FSG_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_BC_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17331110,yes,3/4/5/8,155,2.385060,416.314656,49.546003,890.675068,34581A080A0E2C32,yes,87,BAP_Uhrzeit_FSG_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_Uhrzeit_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17331310,yes,3/4/5/8,70,1.077124,927.565654,49.878836,1000.581980,34D90D0000000000,yes,16,BAP_Einheiten_FSG_01,Gateway|Gateway_PAG,BedienSG_hi|ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BAP_Einheiten_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17332810,yes,3/4/5/6/7/8,79,1.215611,821.296808,28.998852,2000.151873,3A1564,yes,22,BAP_Telefon_FSG_01,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG,BAP_Telefon_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17332811,yes,6/8,12,0.184650,4641.003544,9.412050,17000.417948,90103A1600000000,yes,3,BAP_Telefon_FSG_02,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG,BAP_Telefon_FSG_02_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17333110,yes,3/4/5/6/8,69,1.061736,931.783147,29.662848,2339.818001,3C5300,yes,13,BAP_Audio_FSG_01,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG,BAP_Audio_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17333111,yes,6/7/8,14,0.215425,3720.068143,9.907961,12000.228882,3C50160300003001,yes,9,BAP_Audio_FSG_02,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienSG_hi|Gateway|Gateway_PAG,BAP_Audio_FSG_02_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17333210,yes,2/3/4/5/6/8,80,1.230998,810.517039,29.448986,2000.327110,3CB5000032000000,yes,31,BAP_Navigation_FSG_01,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienDisp_vo|BedienSG_hi|Gateway|Gateway_PAG,BAP_Navigation_FSG_01_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17333211,yes,3/6/8,15,0.230812,3572.944437,9.585857,12980.207920,800D3C930CEB8F84,yes,6,BAP_Navigation_FSG_02,ZR_High|ZR_MIB_TOP_ab_Gen3|ZR_Standard,BedienDisp_vo|BedienSG_hi|Gateway|Gateway_PAG,BAP_Navigation_FSG_02_Header,,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x17F00010,yes,8,130,2.000373,500.035092,499.639988,500.406027,2010510000000080,no,1,KN_Gateway,Gateway|Gateway_PAG,,Gateway_KompSchutz|Gateway_Abschaltstufe|Gateway_Transport_Mode|Gateway_Nachlauftyp|Gateway_SNI|Gateway_Matrix_Version|Gateway_Matrix_Generation|NM_Gateway_Wakeup|NM_Gateway_Lokalaktiv|NM_Gateway_Subsystemaktiv|GW_KD_Fehler,500,Ambiguous,DBC mapping lacks domain-specific evidence
0x17F00046,yes,8,130,2.000373,499.977140,498.756886,501.209974,2046000000000180,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x17F000AE,yes,8,130,2.000373,500.007363,499.604940,500.290871,20AE000000000180,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1A555480,yes,8,204,3.139046,320.017340,318.735123,321.303844,000000FEFEFEFEFE,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1A55548D,yes,8,65,1.000186,999.970127,998.712063,1001.230955,0000F0FEFEFE7E7E,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1A555492,yes,8,65,1.000186,999.970112,998.939991,1001.229048,0000000014520000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1A5554A8,yes,8,130,2.000373,500.010426,499.366999,500.653982,91880040503E0000,yes,67,NavPos_02_Map_Matched,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,Gateway|Gateway_PAG|OTA_FC,POS_MUX|POS_ODD_EVEN|POS_PosStati|POS_Heading|POS_LatDirection|POS_LatDegree|POS_Last_GPS_Sync|POS_Heading_Trust|POS_UTC_REF|POS_LongDirection|POS_LongDegree,500,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x1A555525,yes,8,65,1.000186,999.977548,998.966932,1001.075029,0000000000C05200,no,1,Klima_17,Gateway|Gateway_PAG,OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,KL_NV_Energie_Anf|KL_FlHz_Soll_VL|KL_FlHz_Soll_HL|KL_FlHz_Soll_VR|KL_FlHz_Soll_HR|KL_Umluft_Connect_status|KL_ECO_PRO_Aktiv|KL_QBit_Sonnenintensitaet|KL_ZR_Anforderung|KL_ACmax_Aktiv|KL_Defrost_Aktiv|KL_ECO_Aktiv|KL_Status_Klimastil|KL_Kundeneingriff_Geblaese|KL_Thermischer_Bedarf|KL_Eps_Innen|KL_Sonnenintensitaet,1000,Cross-Domain / Gateway Candidate,Body/comfort/infotainment semantics observed; gateway routing or domain sharing is possible
0x1A555548,yes,8,68,1.046349,960.082342,959.228992,961.067915,0000000000000000,no,1,ORU_01,Gateway|Gateway_PAG,ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3,ORU_Warnung|ORU_Status,960,Ambiguous,DBC mapping lacks domain-specific evidence
0x1A5555AD,yes,8,65,1.000186,1000.054747,999.074936,1001.126051,0000000000000000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1B000010,yes,8,325,5.000931,200.013830,199.713945,200.371027,10500421000300FC,no,1,NMH_Gateway,Gateway|Gateway_PAG,BedienDisp_vo|BedienSG_hi|DDA|OTA_FC|ZR_High|ZR_LIMU|ZR_MIB_TOP_ab_Gen3|ZR_Standard,NM_Gateway_SNI|NM_Gateway_CBV_AWB|NM_Gateway_CBV_CRI|NM_Gateway_NM_State|NM_Gateway_Car_Wakeup|NM_Gateway_UDS_CC|NM_Gateway_NM_aktiv_KL15|NM_Gateway_NM_aktiv_Diagnose|NM_Gateway_NM_aktiv_Tmin|NM_Gateway_NM_aktiv_CWU|NM_Gateway_NM_aktiv_FC|NM_Gateway_NM_aktiv_Connect|NM_Gateway_NM_aktiv_EM|NM_Gateway_NM_aktiv_OBDC|NM_Gateway_NM_aktiv_Buskopplung|NM_Gateway_NM_aktiv_LIN2|NM_Gateway_CAB,200,Ambiguous,DBC mapping lacks domain-specific evidence
0x1B000046,yes,8,325,5.000931,199.991756,199.268818,200.520039,4640040100000000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
0x1B0000AE,yes,8,325,5.000931,200.004432,199.501991,200.547218,AE40040900000000,no,1,,,,,,Ambiguous,CAN ID not present in A5.dbc
